ts,altitude[m],velocity[m/s],latitude,longitude
0.0,4,40,39.3899,-8.2897
0.1,9,60,39.3899,-8.2897
0.2,16,80,39.3899,-8.2897
0.3,25,99,39.3899,-8.2897
0.4,36,119,39.3899,-8.2897
0.5,49,140,39.3899,-8.2897
0.7,81,183,39.3899,-8.2897
1.0,144,243,39.3899,-8.2897
1.2,195,281,39.3899,-8.2897
1.3,223,299,39.3899,-8.2897
1.4,253,317,39.3899,-8.2896
1.5,283,335,39.3899,-8.2896
1.6,316,349,39.3899,-8.2896
1.7,350,350,39.3899,-8.2896
1.8,383,345,39.3899,-8.2896
1.9,414,339,39.3899,-8.2896
2.0,445,333,39.3899,-8.2896
2.1,474,326,39.3899,-8.2896
2.4,549,303,39.3899,-8.2896
2.5,571,295,39.3899,-8.2896
2.7,614,281,39.3899,-8.2896
2.8,635,274,39.3899,-8.2895
2.9,655,267,39.3899,-8.2895
3.2,716,249,39.3899,-8.2895
3.3,736,244,39.3899,-8.2895
3.4,756,239,39.3899,-8.2895
3.5,776,235,39.3899,-8.2895
3.6,797,231,39.3899,-8.2895
3.7,818,227,39.3899,-8.2895
3.8,839,224,39.39,-8.2894
3.9,861,221,39.39,-8.2894
4.2,928,214,39.39,-8.2894
4.3,951,212,39.39,-8.2894
4.4,974,211,39.39,-8.2894
4.5,998,210,39.39,-8.2894
4.6,1021,208,39.39,-8.2894
4.7,1046,207,39.39,-8.2894
5.0,1119,205,39.39,-8.2894
5.1,1144,205,39.39,-8.2894
5.2,1169,204,39.39,-8.2894
5.3,1194,204,39.39,-8.2894
5.4,1219,203,39.39,-8.2894
5.5,1245,203,39.39,-8.2894
5.7,1295,203,39.39,-8.2894
5.8,1320,202,39.39,-8.2894
5.9,1345,202,39.39,-8.2894
6.0,1370,202,39.39,-8.2894
6.1,1395,202,39.39,-8.2894
6.3,1445,201,39.39,-8.2894
6.5,1494,201,39.39,-8.2894
6.6,1519,201,39.39,-8.2894
6.7,1543,200,39.39,-8.2894
6.8,1568,200,39.39,-8.2894
7.1,1640,199,39.39,-8.2894
7.2,1663,199,39.39,-8.2894
7.3,1687,198,39.39,-8.2894
7.4,1710,198,39.39,-8.2894
7.5,1734,197,39.39,-8.2894
7.6,1757,197,39.39,-8.2894
7.9,1824,195,39.39,-8.2894
8.0,1847,194,39.39,-8.2894
8.1,1869,193,39.39,-8.2894
8.2,1890,193,39.39,-8.2894
8.3,1912,192,39.39,-8.2894
8.5,1955,190,39.39,-8.2894
8.6,1975,189,39.39,-8.2894
8.7,1996,188,39.39,-8.2894
8.8,2017,187,39.39,-8.2894
8.9,2037,186,39.39,-8.2894
9.0,2057,185,39.39,-8.2894
9.2,2096,183,39.39,-8.2894
9.4,2135,181,39.39,-8.2894
9.5,2154,180,39.39,-8.2894
9.6,2173,178,39.39,-8.2894
9.7,2191,177,39.39,-8.2894
